Property_ID,Location_City,Location_District,Listing_Date,Property_Type,Square_Footage,Bedrooms,Bathrooms,Year_Built,Build_Quality_Rating,Nearby_Amenities_Score,Market_Trend_Index,Sale_Price_GBP,Agent_Commission_Percentage,Days_On_Market,Transaction_Type,Revenue_Activity,Revenue_GBP_Monthly,Price_Boxcox
BG-REA-20221214-02344,Reading,Whitley,2022-12-14,Apartment,3713,3,1,1970,2,3.0,1.09,1732231.46,2.34,107,Sale,Sale Commission,3377.85,693.3428979313057
BG-LON-20211202-02345,London,Hammersmith,2021-12-02,Townhouse,1533,3,2,1961,5,6.0,1.07,925466.12,1.8,35,Sale,Sale Commission,1388.2,542.3724347508888
BG-REA-20210302-02346,Reading,Caversham,2021-03-02,Apartment,532,4,1,1988,3,1.0,0.9,278620.62,1.69,81,Sale,Sale Commission,392.39,338.6005003089394
BG-GUI-20181019-02347,Guildford,Park Barn,2018-10-19,Apartment,509,2,2,2000,3,9.0,1.01,186653.54,1.46,121,Sale,Sale Commission,227.1,289.24182054222024
BG-GUI-20180330-02348,Guildford,Guildford Town Centre,2018-03-30,Townhouse,2214,3,3,1954,9,2.0,1.0,1597875.51,1.58,115,Lease,Airbnb/Short Let,47114.38,671.7664424507047
BG-REA-20210529-02349,Reading,Southcote,2021-05-29,Detached House,1588,2,2,1981,1,1.0,0.92,739756.52,2.24,139,Sale,Sale Commission,1380.88,496.77939356312925
BG-GUI-20201214-02350,Guildford,Park Barn,2020-12-14,Detached House,3170,5,4,2004,2,2.0,0.87,1509918.81,2.16,155,Sale,Sale Commission,2717.85,657.0353944299319
BG-LON-20240131-02351,London,Camden,2024-01-31,Detached House,2591,3,3,1968,6,8.0,1.08,1619422.25,2.34,179,Sale,Sale Commission,3157.87,675.2992533416905
BG-REA-20240916-02352,Reading,Coley,2024-09-16,Townhouse,1012,3,3,1961,2,9.0,1.09,643401.32,2.16,105,Lease,Student Housing,39481.41,470.32156176652126
BG-GUI-20240804-02353,Guildford,Merrow,2024-08-04,Detached House,1477,5,1,1976,3,8.0,1.13,1019658.73,1.05,45,Sale,Sale Commission,892.2,563.3718467587237
BG-REA-20240228-02354,Reading,Kennet Island,2024-02-28,Detached House,909,1,1,1952,4,7.0,1.13,669432.02,1.46,44,Sale,Sale Commission,814.48,477.69497837563927
BG-REA-20200508-02355,Reading,Earley,2020-05-08,Townhouse,1589,3,3,1967,5,9.0,0.87,784841.49,1.17,62,Sale,Sale Commission,765.22,508.43779787041706
BG-GUI-20181230-02356,Guildford,Burpham,2018-12-30,Detached House,2615,2,2,1964,7,7.0,1.01,1002758.93,2.25,113,Sale,Sale Commission,1880.17,559.694042466179
BG-LON-20180728-02357,London,Islington,2018-07-28,Townhouse,1141,3,3,1970,10,6.0,1.01,1160269.64,2.51,162,Sale,Sale Commission,2426.9,592.6236261955493
BG-GUI-20190821-02358,Guildford,Onslow Village,2019-08-21,Townhouse,1742,1,1,2011,6,4.0,1.01,982642.56,1.82,174,Lease,Student Housing,26989.11,555.2666109502528
BG-LON-20231111-02359,London,Croydon,2023-11-11,Apartment,598,5,2,2008,7,8.0,1.15,419885.03,1.7,119,Sale,Sale Commission,594.84,397.7942952515417
BG-REA-20221223-02360,Reading,Whitley,2022-12-23,Detached House,799,4,2,2013,9,8.0,1.06,646831.91,2.46,119,Lease,Residential Rent,25821.11,471.30358941791934
BG-GUI-20221203-02361,Guildford,Onslow Village,2022-12-03,Apartment,786,2,2,1979,2,8.0,1.09,511245.46,2.05,102,Sale,Sale Commission,873.38,429.7534312479843
BG-REA-20191207-02362,Reading,Southcote,2019-12-07,Detached House,1313,5,5,1982,9,,1.01,794703.29,1.29,86,Sale,Sale Commission,854.31,510.9331168680541
BG-REA-20210504-02363,Reading,Earley,2021-05-04,Detached House,3335,4,3,1994,4,6.0,0.86,1160478.6,2.24,59,Lease,Residential Rent,60580.45,592.6654400194493
BG-GUI-20231019-02364,Guildford,Guildford Town Centre,2023-10-19,Detached House,2924,1,1,1999,10,9.0,1.08,1856696.59,1.75,96,Sale,Sale Commission,2707.68,712.4377013593565
BG-LON-20230103-02365,London,Chelsea,2023-01-03,Apartment,1857,5,5,1950,8,7.0,1.15,2625114.77,1.03,40,Sale,Sale Commission,2253.22,815.8674377318956
BG-GUI-20230321-02366,Guildford,Merrow,2023-03-21,Apartment,2893,3,3,1962,4,5.0,1.14,1466540.45,2.37,41,Lease,Residential Rent,44300.66,649.5772142333063
BG-LON-20180824-02367,London,Camden,2018-08-24,Detached House,1983,1,1,1966,2,2.0,1.01,818622.98,2.85,24,Sale,Sale Commission,1944.23,516.9080524140466
BG-LON-20211225-02368,London,Richmond,2021-12-25,Townhouse,3461,1,1,2005,1,6.0,1.08,1762336.25,2.44,162,Sale,Sale Commission,3583.42,698.0362170055944
BG-GUI-20180906-02369,Guildford,Merrow,2018-09-06,Detached House,2878,2,1,1985,2,2.0,0.98,985324.44,1.39,149,Lease,Airbnb/Short Let,89069.42,555.8600424852503
BG-REA-20200111-02370,Reading,Kennet Island,2020-01-11,Apartment,826,4,4,1974,2,9.0,1.02,660038.2,2.87,91,Lease,Residential Rent,27826.71,475.05460551510544
BG-REA-20210508-02371,Reading,Caversham,2021-05-08,Townhouse,3328,2,1,1987,6,7.0,0.87,1114761.75,1.83,132,Sale,Sale Commission,1700.01,583.4055198882943
BG-GUI-20220401-02372,Guildford,Burpham,2022-04-01,Apartment,1254,5,3,1972,8,8.0,1.09,669414.6,2.11,168,Lease,Airbnb/Short Let,35498.46,477.69010302213223
BG-REA-20220520-02373,Reading,Tilehurst,2022-05-20,Apartment,2990,5,1,1978,1,3.0,1.11,1542973.09,1.18,155,Sale,Sale Commission,1517.26,662.6312291242277
BG-GUI-20211203-02374,Guildford,Merrow,2021-12-03,Apartment,2359,3,2,2015,4,5.0,1.12,1265668.93,2.12,51,Sale,Sale Commission,2236.02,613.1582703957736
BG-LON-20181129-02375,London,Camden,2018-11-29,Detached House,1587,2,1,1954,2,9.0,1.01,986185.09,1.14,143,Sale,Sale Commission,936.88,556.0502735186669
BG-REA-20250529-02376,Reading,Coley,2025-05-29,Townhouse,2336,1,1,1997,7,4.0,1.11,1713130.43,1.34,113,Sale,Sale Commission,1913.0,690.3392138147988
BG-LON-20221021-02377,London,Clapham,2022-10-21,Detached House,2520,4,1,1992,3,4.0,1.06,1859418.15,2.34,29,Sale,Sale Commission,3625.87,712.8463741446617
BG-GUI-20180807-02378,Guildford,Burpham,2018-08-07,Apartment,3103,5,2,1956,1,3.0,1.01,1985384.76,2.52,83,Sale,Sale Commission,4169.31,731.3762414261251
BG-LON-20220403-02379,London,Croydon,2022-04-03,Townhouse,2873,1,1,1992,2,7.0,1.11,1613861.25,2.55,54,Lease,Airbnb/Short Let,78129.49,674.3902281290416
BG-LON-20191103-02380,London,Wimbledon,2019-11-03,Detached House,558,1,1,1986,8,2.0,1.0,356765.46,1.83,170,Sale,Sale Commission,544.07,373.1432693463645
BG-GUI-20220928-02381,Guildford,Merrow,2022-09-28,Townhouse,2315,5,3,1997,6,10.0,1.14,2172464.02,2.32,107,Lease,Airbnb/Short Let,45761.0,757.61704810123
BG-LON-20200803-02382,London,Clapham,2020-08-03,Townhouse,3705,4,1,1973,7,6.0,0.91,1886596.68,2.72,170,Lease,Residential Rent,85202.76,716.90767179933
BG-REA-20210617-02383,Reading,Whitley,2021-06-17,Detached House,556,5,4,1965,8,2.0,0.86,292807.83,2.44,127,Sale,Sale Commission,595.38,345.27498147824645
BG-REA-20191010-02384,Reading,Coley,2019-10-10,Townhouse,832,5,1,2004,7,2.0,1.01,334186.6,1.35,72,Lease,Student Housing,20946.11,363.682049533071
BG-GUI-20190614-02385,Guildford,Guildford Town Centre,2019-06-14,Apartment,2852,3,1,1973,3,7.0,0.99,1556319.57,1.41,78,Sale,Sale Commission,1828.68,664.8699575181369
BG-GUI-20200705-02386,Guildford,Guildford Town Centre,2020-07-05,Detached House,3386,2,2,1969,2,2.0,0.94,1258518.63,2.91,62,Sale,Sale Commission,3051.91,611.7989418130195
BG-REA-20221030-02387,Reading,Caversham,2022-10-30,Apartment,3285,5,4,2001,9,5.0,1.12,1760278.97,1.71,170,Sale,Sale Commission,2508.4,697.7170520165656
BG-LON-20200128-02388,London,Hackney,2020-01-28,Townhouse,2043,3,2,1990,9,8.0,0.98,1630646.79,1.15,68,Sale,Sale Commission,1562.7,677.1282827995807
BG-GUI-20230403-02389,Guildford,Park Barn,2023-04-03,Townhouse,1163,4,1,1974,9,8.0,1.06,1024091.88,1.89,145,Sale,Sale Commission,1612.94,564.3304426088748
BG-REA-20230607-02390,Reading,Coley,2023-06-07,Townhouse,521,4,3,1981,8,5.0,1.14,369327.98,1.67,55,Sale,Sale Commission,513.98,378.249816986848
BG-GUI-20240712-02391,Guildford,Onslow Village,2024-07-12,Apartment,871,1,1,2023,4,5.0,1.12,581065.5,2.55,48,Sale,Sale Commission,1234.76,451.89119817590176
BG-LON-20220223-02392,London,Shoreditch,2022-02-23,Townhouse,1007,2,2,1984,7,3.0,1.09,650713.97,2.79,18,Sale,Sale Commission,1512.91,472.41102965560094
BG-REA-20190326-02393,Reading,Whitley,2019-03-26,Detached House,1326,5,3,1981,4,4.0,0.98,617167.91,2.72,18,Lease,Airbnb/Short Let,41301.72,462.70426713648743
BG-GUI-20190330-02394,Guildford,Merrow,2019-03-30,Detached House,3330,5,4,1975,7,6.0,1.02,1870676.94,2.16,52,Sale,Sale Commission,3367.22,714.5331428290516
BG-GUI-20180920-02395,Guildford,Stoughton,2018-09-20,Apartment,1949,1,1,1961,2,4.0,0.98,851115.57,1.4,178,Sale,Sale Commission,992.97,524.8562728887746
BG-LON-20210827-02396,London,Ealing,2021-08-27,Townhouse,2963,1,1,2012,3,8.0,1.11,1408251.51,1.03,87,Sale,Sale Commission,1208.75,639.3403857113223
BG-LON-20210428-02397,London,Notting Hill,2021-04-28,Townhouse,644,2,1,2014,6,10.0,0.89,326757.74,1.61,23,Lease,Student Housing,23753.95,360.48417886250496
BG-REA-20250120-02398,Reading,Coley,2025-01-20,Apartment,1821,3,1,2007,7,9.0,1.13,1176892.43,1.73,150,Sale,Sale Commission,1696.69,595.9356807775971
BG-REA-20200321-02399,Reading,Caversham,2020-03-21,Townhouse,2843,1,1,1963,1,9.0,0.94,1304647.66,1.6,14,Lease,Airbnb/Short Let,61080.16,620.4873064004876
BG-REA-20201210-02400,Reading,Southcote,2020-12-10,Apartment,1535,1,1,1995,7,1.0,0.95,629042.32,1.68,28,Sale,Sale Commission,880.66,466.1761747543458
BG-LON-20230221-02401,London,Notting Hill,2023-02-21,Townhouse,2615,3,1,1972,2,5.0,1.12,1563729.64,1.73,14,Sale,Sale Commission,2254.38,666.1078646784788
BG-GUI-20240725-02402,Guildford,Burpham,2024-07-25,Detached House,2930,2,1,1995,6,10.0,1.1,1412676.08,2.21,116,Sale,Sale Commission,2601.68,640.1264014327546
BG-GUI-20200530-02403,Guildford,Jacobs Well,2020-05-30,Townhouse,2399,3,1,1963,8,2.0,0.86,1234110.7,2.6,107,Sale,Sale Commission,2673.91,607.1229927155065
BG-LON-20190207-02404,London,Hackney,2019-02-07,Detached House,753,1,1,1991,7,1.0,1.0,314470.41,1.57,128,Lease,Airbnb/Short Let,23474.74,355.0960889005288
BG-LON-20190115-02405,London,Clapham,2019-01-15,Apartment,3212,4,3,1998,1,7.0,1.01,2324321.4,1.5,36,Sale,Sale Commission,2905.4,777.9204040047506
BG-GUI-20200501-02406,Guildford,Park Barn,2020-05-01,Apartment,2021,4,4,1988,7,7.0,0.86,1290680.71,1.77,14,Sale,Sale Commission,1903.75,617.8766997121165
BG-GUI-20250420-02407,Guildford,Onslow Village,2025-04-20,Townhouse,2410,4,1,1986,3,1.0,1.08,1237420.02,1.52,67,Sale,Sale Commission,1567.4,607.7602611824134
BG-REA-20181130-02408,Reading,Earley,2018-11-30,Townhouse,1374,5,4,1978,4,,0.98,1003152.01,2.93,46,Lease,Student Housing,50780.41,559.7800138194013
BG-LON-20250215-02409,London,Notting Hill,2025-02-15,Apartment,3353,4,2,1995,8,3.0,1.15,1880313.96,2.6,131,Sale,Sale Commission,4074.01,715.9720299718513
BG-LON-20200706-02410,London,Kensington,2020-07-06,Detached House,3054,1,1,1984,4,2.0,0.91,2023039.28,1.28,6,Sale,Sale Commission,2157.91,736.7753886449943
BG-REA-20221018-02411,Reading,Tilehurst,2022-10-18,Townhouse,1813,4,4,1973,5,9.0,1.09,1235930.23,2.13,101,Sale,Sale Commission,2193.78,607.4735044040583
BG-GUI-20210104-02412,Guildford,Park Barn,2021-01-04,Detached House,636,4,4,2003,6,8.0,0.88,253362.65,2.61,118,Lease,Airbnb/Short Let,10879.65,326.18451846643944
BG-LON-20240212-02413,London,Islington,2024-02-12,Detached House,968,5,2,1975,10,4.0,1.1,1036229.35,1.72,115,Sale,Sale Commission,1485.26,566.9420898100358
BG-LON-20230803-02414,London,Hackney,2023-08-03,Detached House,3661,3,1,2004,7,,1.1,2122102.63,2.63,70,Sale,Sale Commission,4650.94,750.6932298326946
BG-LON-20211020-02415,London,Ealing,2021-10-20,Detached House,2083,4,2,1981,5,6.0,1.1,1449543.29,1.44,61,Lease,Student Housing,78956.55,646.6181702266089
BG-GUI-20201229-02416,Guildford,Guildford Town Centre,2020-12-29,Apartment,3422,1,1,1955,4,8.0,0.9,1694961.49,2.68,22,Sale,Sale Commission,3785.41,687.4630888930477
BG-REA-20200904-02417,Reading,Kennet Island,2020-09-04,Apartment,540,3,1,1978,6,6.0,0.85,204324.57,1.14,38,Sale,Sale Commission,194.11,299.722745719837
BG-GUI-20190614-02418,Guildford,Jacobs Well,2019-06-14,Townhouse,559,5,3,1990,1,2.0,1.0,241277.9,1.22,128,Sale,Sale Commission,245.3,319.97611449188685
BG-LON-20250429-02419,London,Islington,2025-04-29,Townhouse,3147,4,1,2008,4,5.0,1.15,3840903.63,1.17,153,Sale,Sale Commission,3744.88,946.8627908661601
BG-GUI-20191105-02420,Guildford,Jacobs Well,2019-11-05,Townhouse,3101,2,2,1976,1,5.0,1.0,1959259.29,2.59,114,Sale,Sale Commission,4228.73,727.5934063006614
BG-GUI-20221230-02421,Guildford,Park Barn,2022-12-30,Detached House,1063,5,2,1983,3,8.0,1.12,876727.15,2.09,142,Sale,Sale Commission,1526.97,530.9917772519657
BG-GUI-20231024-02422,Guildford,Onslow Village,2023-10-24,Townhouse,3449,5,3,2010,1,5.0,1.1,2137456.95,2.8,39,Sale,Sale Commission,4987.4,752.8147034629419
BG-GUI-20200927-02423,Guildford,Burpham,2020-09-27,Apartment,2802,2,2,1958,2,2.0,0.85,1165381.16,1.46,114,Sale,Sale Commission,1417.88,593.6451492753075
BG-GUI-20190802-02424,Guildford,Jacobs Well,2019-08-02,Apartment,1324,4,3,1970,5,4.0,0.99,537024.72,2.91,102,Sale,Sale Commission,1302.28,438.130207990326
BG-REA-20181123-02425,Reading,Caversham,2018-11-23,Apartment,3508,1,1,2018,4,3.0,1.01,1613667.82,2.85,51,Sale,Sale Commission,3832.46,674.3585748663802
BG-LON-20220518-02426,London,Kensington,2022-05-18,Townhouse,1935,1,1,1988,2,,1.11,1443532.36,2.32,37,Sale,Sale Commission,2790.83,645.5666617656154
BG-REA-20240727-02427,Reading,Earley,2024-07-27,Townhouse,1395,2,1,2020,1,8.0,1.14,807233.18,2.04,161,Sale,Sale Commission,1372.3,514.0764487979977
BG-LON-20190729-02428,London,Kensington,2019-07-29,Apartment,1770,2,1,1999,1,9.0,1.02,1307927.42,1.16,53,Lease,Airbnb/Short Let,63642.28,621.0978626150761
BG-LON-20210330-02429,London,Hackney,2021-03-30,Detached House,2601,5,2,2015,8,9.0,0.92,1191992.46,2.81,29,Lease,Residential Rent,75493.86,598.91968669484
BG-REA-20180814-02430,Reading,Tilehurst,2018-08-14,Detached House,3238,5,1,1972,5,1.0,0.99,1185365.37,1.44,93,Sale,Sale Commission,1422.44,597.6129240598402
BG-REA-20250417-02431,Reading,Coley,2025-04-17,Detached House,1951,2,2,2018,3,8.0,1.06,1026977.08,1.34,64,Lease,Airbnb/Short Let,48457.56,564.9529608419826
BG-LON-20201013-02432,London,Croydon,2020-10-13,Apartment,3407,4,3,1999,1,6.0,0.89,1658900.46,2.83,32,Sale,Sale Commission,3912.24,681.6984640368485
BG-GUI-20210827-02433,Guildford,Onslow Village,2021-08-27,Apartment,528,5,5,1956,2,4.0,1.13,376411.29,1.11,23,Sale,Sale Commission,348.18,381.0825172695719
BG-GUI-20220303-02434,Guildford,Park Barn,2022-03-03,Detached House,1396,5,4,1996,1,7.0,1.09,1065935.74,2.78,62,Sale,Sale Commission,2469.42,573.2563496440087
BG-GUI-20200306-02435,Guildford,Onslow Village,2020-03-06,Townhouse,2434,1,1,2016,5,8.0,0.88,803284.27,1.64,21,Sale,Sale Commission,1097.82,513.0890302866118
BG-LON-20220823-02436,London,Ealing,2022-08-23,Townhouse,1969,3,1,1993,3,10.0,1.06,1150649.06,2.42,35,Sale,Sale Commission,2320.48,590.6935099639301
BG-REA-20230510-02437,Reading,Coley,2023-05-10,Apartment,693,5,1,1972,6,7.0,1.1,390063.69,2.45,26,Sale,Sale Commission,796.38,386.45190946708504
BG-REA-20221007-02438,Reading,Kennet Island,2022-10-07,Detached House,1866,2,1,2008,5,8.0,1.05,911674.25,1.37,23,Lease,Residential Rent,70931.93,539.189856530718
BG-GUI-20211101-02439,Guildford,Guildford Town Centre,2021-11-01,Apartment,2303,3,2,1993,3,7.0,1.14,1813282.94,2.85,50,Lease,Student Housing,58763.25,705.8686454322656
BG-LON-20190127-02440,London,Richmond,2019-01-27,Townhouse,3400,4,1,2004,9,1.0,1.01,1789416.29,1.97,77,Lease,Student Housing,91119.16,702.2163814757323
BG-GUI-20230122-02441,Guildford,Park Barn,2023-01-22,Detached House,577,4,4,1968,8,8.0,1.08,355320.09,1.4,90,Sale,Sale Commission,414.54,372.5487464855352
BG-REA-20200322-02442,Reading,Whitley,2020-03-22,Apartment,3175,3,2,1998,4,7.0,0.92,1558405.48,1.35,166,Sale,Sale Commission,1753.21,665.2187871220455
BG-LON-20190504-02443,London,Hammersmith,2019-05-04,Detached House,937,3,3,2010,7,9.0,1.0,652113.38,2.63,11,Sale,Sale Commission,1429.22,472.8092528383556
BG-GUI-20230916-02444,Guildford,Onslow Village,2023-09-16,Detached House,2474,2,1,1968,3,7.0,1.11,1713626.77,2.06,27,Sale,Sale Commission,2941.73,690.4175222832862
BG-LON-20200530-02445,London,Clapham,2020-05-30,Apartment,2809,2,2,1977,6,,0.87,1168129.94,2.14,171,Lease,Airbnb/Short Let,93066.66,594.1933557280703
BG-REA-20250507-02446,Reading,Caversham,2025-05-07,Apartment,1974,4,4,1991,6,9.0,1.09,1354255.24,2.52,44,Lease,Student Housing,54202.8,629.6242414883495
BG-LON-20211029-02447,London,Richmond,2021-10-29,Detached House,1699,1,1,1961,9,6.0,1.09,1258029.49,2.65,38,Sale,Sale Commission,2778.15,611.7057804901051
BG-LON-20200406-02448,London,Notting Hill,2020-04-06,Detached House,3176,5,1,1996,4,3.0,0.87,1319449.58,2.91,28,Sale,Sale Commission,3199.67,623.2354422878631
BG-LON-20240112-02449,London,Richmond,2024-01-12,Apartment,2082,1,1,1987,8,8.0,1.08,942803.54,1.09,146,Sale,Sale Commission,856.38,546.3324057749891
BG-GUI-20201211-02450,Guildford,Merrow,2020-12-11,Townhouse,1035,1,1,1954,8,4.0,0.92,537609.33,2.71,138,Sale,Sale Commission,1214.1,438.31729802164
BG-REA-20210917-02451,Reading,Tilehurst,2021-09-17,Detached House,1241,5,1,1956,5,3.0,1.11,911779.03,1.66,66,Sale,Sale Commission,1261.29,539.2141456106011
BG-REA-20180113-02452,Reading,Southcote,2018-01-13,Apartment,722,5,4,1961,4,9.0,1.02,430549.81,2.58,5,Lease,Residential Rent,14667.66,401.7309226227577
BG-REA-20211121-02453,Reading,Whitley,2021-11-21,Townhouse,2448,1,1,1978,2,8.0,1.09,1193412.75,1.51,114,Lease,Student Housing,46305.94,599.1991696073204
BG-GUI-20200319-02454,Guildford,Guildford Town Centre,2020-03-19,Detached House,3850,5,1,2010,7,9.0,0.91,2053083.27,1.22,153,Lease,Student Housing,116678.27,741.0394865218586
BG-GUI-20210428-02455,Guildford,Burpham,2021-04-28,Townhouse,942,2,1,2001,9,8.0,0.86,389611.7,2.72,169,Sale,Sale Commission,883.12,386.2759958058955
BG-LON-20180801-02456,London,Hackney,2018-08-01,Detached House,1544,5,4,1988,8,9.0,1.01,1275591.98,1.91,51,Lease,Student Housing,29384.68,615.0369829650031
BG-LON-20240915-02457,London,Croydon,2024-09-15,Detached House,1907,2,2,1992,7,9.0,1.06,1106888.59,2.89,48,Lease,Residential Rent,37706.86,581.7875682173199
BG-LON-20221220-02458,London,Clapham,2022-12-20,Townhouse,3871,1,1,2015,4,6.0,1.05,1806447.72,2.85,68,Sale,Sale Commission,4290.31,704.8256771146495
BG-REA-20180309-02459,Reading,Kennet Island,2018-03-09,Detached House,1261,5,5,2015,8,8.0,1.0,1149980.62,1.75,47,Sale,Sale Commission,1677.06,590.5590399809868
BG-LON-20240214-02460,London,Kensington,2024-02-14,Detached House,1490,1,1,2000,10,1.0,1.08,1365555.85,2.47,132,Lease,Airbnb/Short Let,22583.06,631.6769714580591
BG-LON-20210518-02461,London,Ealing,2021-05-18,Detached House,685,3,1,2013,1,4.0,0.93,251959.62,1.32,102,Lease,Residential Rent,24404.76,325.47312747028803
BG-GUI-20190526-02462,Guildford,Jacobs Well,2019-05-26,Detached House,1760,1,1,1987,8,1.0,1.0,855672.38,2.13,32,Sale,Sale Commission,1518.82,525.956056283274
BG-REA-20240113-02463,Reading,Coley,2024-01-13,Detached House,3877,2,2,1955,5,3.0,1.11,1581558.41,2.07,33,Sale,Sale Commission,2728.19,669.0717065736925
BG-REA-20250509-02464,Reading,Southcote,2025-05-09,Detached House,1340,3,1,1962,2,5.0,1.11,628800.02,2.24,143,Sale,Sale Commission,1173.76,466.10573104160227
BG-REA-20200929-02465,Reading,Southcote,2020-09-29,Apartment,2713,2,2,1970,9,9.0,0.91,1791928.15,1.27,67,Sale,Sale Commission,1896.46,702.6021597140592
BG-REA-20230626-02466,Reading,Coley,2023-06-26,Apartment,692,1,1,1974,4,10.0,1.11,377053.06,2.11,172,Sale,Sale Commission,662.98,381.33755694221543
BG-REA-20200827-02467,Reading,Caversham,2020-08-27,Apartment,1965,5,1,1967,1,8.0,0.87,793531.97,1.49,62,Sale,Sale Commission,985.3,510.6377312093642
BG-GUI-20230502-02468,Guildford,Jacobs Well,2023-05-02,Apartment,1263,2,2,1996,2,3.0,1.1,813140.13,2.12,135,Sale,Sale Commission,1436.55,515.5479880319551
BG-GUI-20200306-02469,Guildford,Jacobs Well,2020-03-06,Townhouse,3288,4,2,1952,4,7.0,0.88,1495208.17,1.29,143,Lease,Student Housing,105360.41,654.5209675420508
BG-REA-20221102-02470,Reading,Tilehurst,2022-11-02,Detached House,2848,5,1,2002,5,3.0,1.12,2230645.45,1.3,84,Lease,Residential Rent,88793.09,765.4951878198395
BG-LON-20231106-02471,London,Greenwich,2023-11-06,Detached House,3107,5,1,1973,6,1.0,1.1,2166527.68,2.68,105,Sale,Sale Commission,4838.58,756.8060288043818
BG-GUI-20190714-02472,Guildford,Stoughton,2019-07-14,Detached House,2418,2,2,1980,10,2.0,1.01,1011088.05,2.82,61,Sale,Sale Commission,2376.06,561.5113452575654
BG-LON-20241006-02473,London,Wimbledon,2024-10-06,Townhouse,3523,5,1,1954,8,3.0,1.11,2004939.8,1.12,97,Sale,Sale Commission,1871.28,734.1878891070979
BG-REA-20220511-02474,Reading,Tilehurst,2022-05-11,Townhouse,1983,4,2,1980,1,5.0,1.08,792809.45,2.56,26,Lease,Residential Rent,38463.57,510.4553921444123
BG-GUI-20220806-02475,Guildford,Park Barn,2022-08-06,Detached House,838,5,1,1985,6,8.0,1.12,678791.44,1.2,108,Sale,Sale Commission,678.79,480.303303413936
BG-REA-20210902-02476,Reading,Earley,2021-09-02,Townhouse,3954,3,3,1975,4,4.0,1.09,2067309.35,2.29,93,Sale,Sale Commission,3945.12,743.0453000961093
BG-LON-20190321-02477,London,Hackney,2019-03-21,Detached House,3002,3,3,2016,2,9.0,1.0,1323578.38,2.25,96,Sale,Sale Commission,2481.71,623.9986415317662
BG-LON-20240120-02478,London,Clapham,2024-01-20,Apartment,1856,3,2,1971,2,5.0,1.12,728868.16,1.15,87,Lease,Airbnb/Short Let,41238.9,493.8992182457703
BG-GUI-20240108-02479,Guildford,Park Barn,2024-01-08,Apartment,2397,2,1,1976,3,9.0,1.12,1009045.3,1.56,149,Lease,Student Housing,48213.99,561.066492056074
BG-GUI-20181014-02480,Guildford,Jacobs Well,2018-10-14,Apartment,2412,1,1,1998,1,8.0,1.0,1148612.2,2.4,61,Lease,Student Housing,93465.84,590.28360635491
BG-GUI-20220619-02481,Guildford,Onslow Village,2022-06-19,Detached House,1581,2,1,2010,10,2.0,1.1,926521.0,2.15,107,Sale,Sale Commission,1660.02,542.6146620349512
BG-GUI-20230516-02482,Guildford,Burpham,2023-05-16,Townhouse,2703,2,1,2020,2,4.0,1.08,1046924.06,1.96,31,Sale,Sale Commission,1709.98,569.227876124602
BG-REA-20181219-02483,Reading,Tilehurst,2018-12-19,Apartment,1062,1,1,1974,2,2.0,0.98,498144.41,2.14,75,Sale,Sale Commission,888.36,425.3973847546105
BG-LON-20190928-02484,London,Camden,2019-09-28,Detached House,909,5,3,2016,9,1.0,1.02,656632.14,1.45,175,Sale,Sale Commission,793.43,474.09158676868765
BG-REA-20230307-02485,Reading,Southcote,2023-03-07,Apartment,2239,5,1,1955,9,2.0,1.08,1837017.24,2.09,60,Sale,Sale Commission,3199.47,709.4716953444839
BG-LON-20250106-02486,London,Islington,2025-01-06,Apartment,2533,5,3,1976,5,4.0,1.1,3134367.55,1.71,16,Sale,Sale Commission,4466.47,874.4798656034903
BG-LON-20190116-02487,London,Richmond,2019-01-16,Townhouse,3841,1,1,2019,5,6.0,0.99,1436763.73,2.59,55,Lease,Residential Rent,133414.18,644.3794052237514
BG-GUI-20190803-02488,Guildford,Park Barn,2019-08-03,Apartment,3204,1,1,1986,4,1.0,0.99,1579629.03,1.15,22,Sale,Sale Commission,1513.81,668.7519543212574
BG-LON-20240613-02489,London,Camden,2024-06-13,Apartment,1980,3,3,1981,6,2.0,1.05,1400318.3,2.5,12,Lease,Residential Rent,68018.18,637.9272873478149
BG-LON-20210625-02490,London,Brixton,2021-06-25,Apartment,939,5,4,1986,2,3.0,0.87,393267.91,1.11,134,Sale,Sale Commission,363.77,387.6954359660952
BG-GUI-20250516-02491,Guildford,Onslow Village,2025-05-16,Apartment,2765,5,2,1990,7,5.0,1.06,1906205.63,2.26,107,Sale,Sale Commission,3590.02,719.815733432999
BG-GUI-20230103-02492,Guildford,Burpham,2023-01-03,Apartment,2352,2,1,2012,8,10.0,1.14,1478135.62,2.36,74,Lease,Residential Rent,75409.54,651.5838402305736
BG-LON-20200313-02493,London,Clapham,2020-03-13,Townhouse,1021,3,2,1991,8,6.0,0.91,718679.39,1.17,141,Lease,Airbnb/Short Let,15750.37,491.18023387579746
BG-GUI-20240426-02494,Guildford,Guildford Town Centre,2024-04-26,Townhouse,2047,3,1,2015,1,10.0,1.12,1616194.07,1.84,27,Sale,Sale Commission,2478.16,674.7717932572034
BG-LON-20190316-02495,London,Chelsea,2019-03-16,Apartment,1899,4,3,1998,3,6.0,1.0,1663450.61,1.46,115,Sale,Sale Commission,2023.86,682.4300256334747
BG-LON-20201030-02496,London,Islington,2020-10-30,Apartment,2645,4,4,1983,10,9.0,0.95,2238897.8,1.94,123,Sale,Sale Commission,3619.55,766.602418816542
